Preco_Seguro_x,Modelo_x,Ano_x,Categoria_x,Volume_Motor_x,Quilometragem_x,Cilindros_x,Cor_x,Airbag_x,Preco_Seguro_y,Modelo_y,Ano_y,Categoria_y,Volume_Motor_y,Quilometragem_y,Cilindros_y,Cor_y,Airbag_y
34811,RX 450,2016,JEEP,35,0,6.0,CINZA,12,34811,496,26,4,35,0,6.0,5,12
5018,RX 450,2010,JEEP,35,167222,6.0,PRETO,12,5018,496,20,4,35,167222,6.0,10,12
34811,RX 450,2016,JEEP,35,0,6.0,CINZA,12,34811,496,26,4,35,0,6.0,5,12
13328,RX 450,2010,JEEP,35,186005,6.0,PRATA,12,13328,496,20,4,35,186005,6.0,9,12
1019,RX 450,2013,JEEP,35,138038,6.0,BRANCO,12,1019,496,23,4,35,138038,6.0,4,12
5018,RX 450,2010,JEEP,35,167222,6.0,PRETO,12,5018,496,20,4,35,167222,6.0,10,12
55823,RX 450,2012,JEEP,35,187000,6.0,CINZA,12,55823,496,22,4,35,187000,6.0,5,12
44846,RX 450,2011,JEEP,35,90000,6.0,PRATA,12,44846,496,21,4,35,90000,6.0,9,12
1019,RX 450,2013,JEEP,35,138038,6.0,BRANCO,12,1019,496,23,4,35,138038,6.0,4,12
14269,RX 450,2010,JEEP,35,186005,6.0,PRATA,12,14269,496,20,4,35,186005,6.0,9,12
13328,RX 450,2010,JEEP,35,186005,6.0,PRATA,12,13328,496,20,4,35,186005,6.0,9,12
11290,RX 450,2016,JEEP,35,59858,6.0,PRATA,12,11290,496,26,4,35,59858,6.0,9,12
16621,EQUINOX,2011,JEEP,3,192000,6.0,PRETO,8,16621,239,21,4,3,192000,6.0,10,8
1568,EQUINOX,2014,JEEP,24,251514,4.0,PRETO,12,1568,239,24,4,24,251514,4.0,10,12
3920,EQUINOX,2014,JEEP,24,179995,4.0,AZUL,12,3920,239,24,4,24,179995,4.0,1,12
1568,EQUINOX,2011,JEEP,24,80000,4.0,BRANCO,12,1568,239,21,4,24,80000,4.0,4,12
32929,EQUINOX,2016,JEEP,24,57600,4.0,VERMELHO,12,32929,239,26,4,24,57600,4.0,14,12
1254,EQUINOX,2016,JEEP,24,0,4.0,PRATA,12,1254,239,26,4,24,0,4.0,9,12
1568,EQUINOX,2014,JEEP,24,251514,4.0,PRETO,12,1568,239,24,4,24,251514,4.0,10,12
3293,EQUINOX,2014,JEEP,36,97106,6.0,PRATA,12,3293,239,24,4,36,97106,6.0,9,12
32929,EQUINOX,2016,JEEP,24,57600,4.0,VERMELHO,12,32929,239,26,4,24,57600,4.0,14,12
2430,EQUINOX,2012,JEEP,24,254838,4.0,BRANCO,12,2430,239,22,4,24,254838,4.0,4,12
3450,EQUINOX,2012,JEEP,24,233733,4.0,PRETO,12,3450,239,22,4,24,233733,4.0,10,12
1568,EQUINOX,2011,JEEP,24,80000,4.0,BRANCO,12,1568,239,21,4,24,80000,4.0,4,12
10349,EQUINOX,2019,SEDAN,15,17051,4.0,BRANCO,12,10349,239,29,9,15,17051,4.0,4,12
26657,EQUINOX,2014,JEEP,24,55000,4.0,BRANCO,12,26657,239,24,4,24,55000,4.0,4,12
35438,EQUINOX,2018,JEEP,15,9000,4.0,PRETO,8,35438,239,28,4,15,9000,4.0,10,8
1960,EQUINOX,2017,JEEP,24,115573,4.0,BRANCO,12,1960,239,27,4,24,115573,4.0,4,12
3136,EQUINOX,2013,JEEP,24,168179,4.0,CINZA,12,3136,239,23,4,24,168179,4.0,5,12
1019,EQUINOX,2012,JEEP,3,343283,6.0,MARROM,12,1019,239,22,4,3,343283,6.0,8,12
1568,EQUINOX,2011,JEEP,24,80000,4.0,BRANCO,12,1568,239,21,4,24,80000,4.0,4,12
16621,EQUINOX,2011,JEEP,3,192000,6.0,PRETO,8,16621,239,21,4,3,192000,6.0,10,8
8467,FIT,2006,HATCHBACK,13,200000,4.0,PRETO,2,8467,256,16,3,13,200000,4.0,10,2
11726,FIT,2014,HATCHBACK,13,91901,4.0,PRATA,4,11726,256,24,3,13,91901,4.0,9,4
7527,FIT,2010,HATCHBACK,13,158000,4.0,PRETO,4,7527,256,20,3,13,158000,4.0,10,4
8781,FIT,2012,HATCHBACK,13,83000,4.0,VERDE,12,8781,256,22,3,13,83000,4.0,13,12
5620,FIT,2013,HATCHBACK,13,110467,4.0,BRANCO,4,5620,256,23,3,13,110467,4.0,4,4
9408,FIT,2012,HATCHBACK,13,64000,4.0,PRETO,4,9408,256,22,3,13,64000,4.0,10,4
16900,FIT,2013,HATCHBACK,15,70000,4.0,AZUL,4,16900,256,23,3,15,70000,4.0,1,4
7464,FIT,2014,HATCHBACK,13,114950,4.0,AZUL,4,7464,256,24,3,13,114950,4.0,1,4
11290,FIT,2013,SEDAN,13,145000,4.0,PRATA,8,11290,256,23,9,13,145000,4.0,9,8
25365,FIT,2013,HATCHBACK,15,34682,4.0,CINZA,4,25365,256,23,3,15,34682,4.0,5,4
10660,FIT,2014,HATCHBACK,15,76525,4.0,AZUL,4,10660,256,24,3,15,76525,4.0,1,4
10663,FIT,2014,HATCHBACK,15,114000,4.0,BRANCO,8,10663,256,24,3,15,114000,4.0,4,8
11604,FIT,2010,HATCHBACK,13,157000,4.0,BRANCO,2,11604,256,20,3,13,157000,4.0,4,2
11917,FIT,2011,HATCHBACK,13,188000,4.0,AZUL,8,11917,256,21,3,13,188000,4.0,1,8
10976,FIT,2012,HATCHBACK,15,216000,4.0,CINZA,12,10976,256,22,3,15,216000,4.0,5,12
8154,FIT,2011,SEDAN,13,185000,4.0,PRETO,2,8154,256,21,9,13,185000,4.0,10,2
10663,FIT,2011,SEDAN,13,127000,4.0,PRETO,2,10663,256,21,9,13,127000,4.0,10,2
10976,FIT,2014,HATCHBACK,15,121000,4.0,PRATA,0,10976,256,24,3,15,121000,4.0,9,0
9095,FIT,2011,HATCHBACK,13,14590,4.0,CINZA,0,9095,256,21,3,13,14590,4.0,5,0
19124,FIT,2013,HATCHBACK,15,94500,4.0,VERMELHO,4,19124,256,23,3,15,94500,4.0,14,4
6899,FIT,2003,SEDAN,13,155000,4.0,AZUL,6,6899,256,13,9,13,155000,4.0,1,6
7150,FIT,2012,HATCHBACK,13,129000,4.0,BRANCO,4,7150,256,22,3,13,129000,4.0,4,4
9722,FIT,2006,HATCHBACK,15,185000,4.0,BRANCO,2,9722,256,16,3,15,185000,4.0,4,2
38822,FIT,2017,UNIVERSAL,15,3474,4.0,AZUL,4,38822,256,27,10,15,3474,4.0,1,4
41867,FIT,2017,UNIVERSAL,15,29220,4.0,PRETO,4,41867,256,27,10,15,29220,4.0,10,4
5758,FIT,2013,HATCHBACK,13,116581,4.0,PRATA,4,5758,256,23,3,13,116581,4.0,9,4
14115,FIT,2010,HATCHBACK,13,147857,4.0,AZUL,4,14115,256,20,3,13,147857,4.0,1,4
12231,FIT,2012,HATCHBACK,13,147000,4.0,PRATA,8,12231,256,22,3,13,147000,4.0,9,8
7527,FIT,2011,SEDAN,13,122233,4.0,AZUL,0,7527,256,21,9,13,122233,4.0,1,0
9656,FIT,2015,HATCHBACK,15,152203,4.0,PRATA,4,9656,256,25,3,15,152203,4.0,9,4
8781,FIT,2005,HATCHBACK,15,170000,4.0,BEGE,6,8781,256,15,3,15,170000,4.0,3,6
8467,FIT,2012,HATCHBACK,13,60000,4.0,PRETO,4,8467,256,22,3,13,60000,4.0,10,4
11290,FIT,2013,HATCHBACK,15,120000,4.0,CINZA,4,11290,256,23,3,15,120000,4.0,5,4
9593,FIT,2013,UNIVERSAL,13,112405,4.0,PRETO,4,9593,256,23,10,13,112405,4.0,10,4
8781,FIT,2004,HATCHBACK,15,172000,4.0,CINZA,2,8781,256,14,3,15,172000,4.0,5,2
16308,FIT,2013,SEDAN,15,128000,4.0,PRATA,2,16308,256,23,9,15,128000,4.0,9,2
30906,FIT,2017,HATCHBACK,13,68000,4.0,BRANCO,4,30906,256,27,3,13,68000,4.0,4,4
13328,FIT,2014,HATCHBACK,15,58000,4.0,PRETO,4,13328,256,24,3,15,58000,4.0,10,4
10349,FIT,2014,HATCHBACK,15,130000,3.0,PRATA,2,10349,256,24,3,15,130000,3.0,9,2
22197,FIT,2016,HATCHBACK,13,70000,4.0,PRATA,4,22197,256,26,3,13,70000,4.0,9,4
27284,FIT,2019,HATCHBACK,15,1500,4.0,AMARELO,6,27284,256,29,3,15,1500,4.0,0,6
7840,FIT,2002,HATCHBACK,13,178000,4.0,BRANCO,2,7840,256,12,3,13,178000,4.0,4,2
10349,FIT,2005,HATCHBACK,13,156000,4.0,PRATA,4,10349,256,15,3,13,156000,4.0,9,4
21285,FIT,2017,HATCHBACK,13,68415,4.0,PRETO,4,21285,256,27,3,13,68415,4.0,10,4
8938,FIT,2011,HATCHBACK,13,121000,4.0,BRANCO,0,8938,256,21,3,13,121000,4.0,4,0
9408,FIT,2007,HATCHBACK,15,180000,4.0,AZUL,4,9408,256,17,3,15,180000,4.0,1,4
24239,FIT,2013,HATCHBACK,15,20100,4.0,AZUL,4,24239,256,23,3,15,20100,4.0,1,4
5209,FIT,2013,HATCHBACK,13,69219,4.0,PRATA,4,5209,256,23,3,13,69219,4.0,9,4
13172,FIT,2010,SEDAN,18,368000,4.0,CINZA,12,13172,256,20,9,18,368000,4.0,5,12
5200,FIT,2011,HATCHBACK,13,144000,4.0,BRANCO,4,5200,256,21,3,13,144000,4.0,4,4
27435,FIT,2014,HATCHBACK,15,109000,4.0,BRANCO,4,27435,256,24,3,15,109000,4.0,4,4
35839,FIT,2016,HATCHBACK,15,9756,4.0,AZUL,4,35839,256,26,3,15,9756,4.0,1,4
3000,FIT,2004,HATCHBACK,13,11111,2.0,BRANCO,6,3000,256,14,3,13,11111,2.0,4,6
5645,FIT,2002,SEDAN,13,260000,4.0,VERMELHO,0,5645,256,12,9,13,260000,4.0,14,0
17694,FIT,2017,HATCHBACK,13,69968,4.0,AZUL,4,17694,256,27,3,13,69968,4.0,1,4
8781,FIT,2011,HATCHBACK,13,111000,4.0,VERDE,4,8781,256,21,3,13,111000,4.0,13,4
15925,FIT,2013,HATCHBACK,13,86996,4.0,PRATA,4,15925,256,23,3,13,86996,4.0,9,4
6899,FIT,2004,SEDAN,13,98000,4.0,PRATA,4,6899,256,14,9,13,98000,4.0,9,4
7213,FIT,2005,SEDAN,13,176000,4.0,PRETO,8,7213,256,15,9,13,176000,4.0,10,8
12231,FIT,2010,HATCHBACK,13,93000,4.0,AZUL,2,12231,256,20,3,13,93000,4.0,1,2
8311,FIT,2006,HATCHBACK,13,163000,4.0,PRATA,2,8311,256,16,3,13,163000,4.0,9,2
8781,FIT,2007,HATCHBACK,13,188000,4.0,PRATA,7,8781,256,17,3,13,188000,4.0,9,7
10976,FIT,2012,SEDAN,13,114000,4.0,BRANCO,4,10976,256,22,9,13,114000,4.0,4,4
7300,FIT,2012,HATCHBACK,13,100000,4.0,BRANCO,4,7300,256,22,3,13,100000,4.0,4,4
10976,FIT,2008,HATCHBACK,15,278000,4.0,AZUL,0,10976,256,18,3,15,278000,4.0,1,0
8590,FIT,2013,HATCHBACK,15,122471,4.0,AZUL,4,8590,256,23,3,15,122471,4.0,1,4
16292,FIT,2014,UNIVERSAL,13,30425,4.0,AZUL,4,16292,256,24,10,13,30425,4.0,1,4
9000,FIT,2012,UNIVERSAL,13,98000,4.0,CINZA,2,9000,256,22,10,13,98000,4.0,5,2
6272,FIT,2002,HATCHBACK,13,115500,4.0,AZUL,2,6272,256,12,3,13,115500,4.0,1,2
34102,FIT,2015,HATCHBACK,15,65000,4.0,BRANCO,4,34102,256,25,3,15,65000,4.0,4,4
17509,FIT,2014,UNIVERSAL,15,82105,4.0,PRATA,4,17509,256,24,10,15,82105,4.0,9,4
7828,FIT,2015,UNIVERSAL,15,154691,4.0,PRATA,4,7828,256,25,10,15,154691,4.0,9,4
12500,FIT,2019,HATCHBACK,13,6000,4.0,PRETO,2,12500,256,29,3,13,6000,4.0,10,2
7840,FIT,2004,HATCHBACK,13,175000,4.0,PRATA,0,7840,256,14,3,13,175000,4.0,9,0
12544,FIT,2010,HATCHBACK,13,0,4.0,PRETO,4,12544,256,20,3,13,0,4.0,10,4
13946,FIT,2014,HATCHBACK,15,138000,4.0,PRATA,4,13946,256,24,3,15,138000,4.0,9,4
20000,FIT,2019,HATCHBACK,13,3800,4.0,PRETO,4,20000,256,29,3,13,3800,4.0,10,4
10663,FIT,2014,HATCHBACK,15,106000,4.0,BRANCO,0,10663,256,24,3,15,106000,4.0,4,0
9095,FIT,2013,HATCHBACK,15,41000,4.0,AZUL,6,9095,256,23,3,15,41000,4.0,1,6
15367,FIT,2010,HATCHBACK,15,110000,4.0,CINZA,12,15367,256,20,3,15,110000,4.0,5,12
23659,FIT,2017,HATCHBACK,15,42642,4.0,PRATA,4,23659,256,27,3,15,42642,4.0,9,4
8154,FIT,2004,HATCHBACK,13,229000,4.0,AZUL,2,8154,256,14,3,13,229000,4.0,1,2
12858,FIT,2012,SEDAN,13,147000,4.0,PRATA,6,12858,256,22,9,13,147000,4.0,9,6
28078,FIT,2014,HATCHBACK,13,27083,4.0,PRETO,4,28078,256,24,3,13,27083,4.0,10,4
11447,FIT,2014,HATCHBACK,15,80000,4.0,CINZA,4,11447,256,24,3,15,80000,4.0,5,4
10976,FIT,2008,SEDAN,15,156000,4.0,BRANCO,3,10976,256,18,9,15,156000,4.0,4,3
9408,FIT,2007,HATCHBACK,13,129000,4.0,PRETO,6,9408,256,17,3,13,129000,4.0,10,6
10349,FIT,2011,SEDAN,15,0,4.0,PRETO,2,10349,256,21,9,15,0,4.0,10,2
17249,FIT,2016,HATCHBACK,15,56000,4.0,BRANCO,8,17249,256,26,3,15,56000,4.0,4,8
8154,FIT,2006,HATCHBACK,13,191000,2.0,PRETO,2,8154,256,16,3,13,191000,2.0,10,2
13485,FIT,2011,HATCHBACK,15,152000,4.0,PRETO,6,13485,256,21,3,15,152000,4.0,10,6
13172,FIT,2010,HATCHBACK,15,180800,4.0,CINZA,8,13172,256,20,3,15,180800,4.0,5,8
14269,FIT,2011,HATCHBACK,15,80000,4.0,BRANCO,8,14269,256,21,3,15,80000,4.0,4,8
21953,FIT,2016,HATCHBACK,15,50400,4.0,AMARELO,12,21953,256,26,3,15,50400,4.0,0,12
7213,FIT,2003,SEDAN,15,240000,2.0,AZUL,4,7213,256,13,9,15,240000,2.0,1,4
26720,FIT,2019,HATCHBACK,15,2336,4.0,PRETO,4,26720,256,29,3,15,2336,4.0,10,4
12544,FIT,2012,HATCHBACK,13,81000,4.0,PRATA,8,12544,256,22,3,13,81000,4.0,9,8
30602,FIT,2016,UNIVERSAL,13,16714,4.0,PRETO,4,30602,256,26,10,13,16714,4.0,10,4
6272,FIT,2002,HATCHBACK,13,161000,4.0,VERMELHO,4,6272,256,12,3,13,161000,4.0,14,4
16960,FIT,2015,HATCHBACK,15,131455,4.0,AZUL,4,16960,256,25,3,15,131455,4.0,1,4
16750,FIT,2017,HATCHBACK,15,110050,4.0,BRANCO,4,16750,256,27,3,15,110050,4.0,4,4
10976,FIT,2014,HATCHBACK,15,114000,4.0,PRATA,12,10976,256,24,3,15,114000,4.0,9,12
7213,FIT,2005,HATCHBACK,13,121757,4.0,AZUL CLARO,2,7213,256,15,3,13,121757,4.0,2,2
8154,FIT,2011,SEDAN,13,185000,4.0,PRETO,2,8154,256,21,9,13,185000,4.0,10,2
7997,FIT,2005,HATCHBACK,13,172000,4.0,PRETO,4,7997,256,15,3,13,172000,4.0,10,4
11917,FIT,2011,HATCHBACK,13,115000,4.0,PRATA,4,11917,256,21,3,13,115000,4.0,9,4
8624,FIT,2006,HATCHBACK,13,111111,4.0,PRETO,0,8624,256,16,3,13,111111,4.0,10,0
6586,FIT,2004,HATCHBACK,13,245000,4.0,PRATA,2,6586,256,14,3,13,245000,4.0,9,2
7840,FIT,2012,HATCHBACK,13,108000,4.0,AZUL,6,7840,256,22,3,13,108000,4.0,1,6
28015,FIT,2017,HATCHBACK,13,85000,4.0,PRETO,4,28015,256,27,3,13,85000,4.0,10,4
1568,FIT,2013,HATCHBACK,15,118232,4.0,PRATA,12,1568,256,23,3,15,118232,4.0,9,12
7700,FIT,2012,HATCHBACK,13,81000,4.0,BRANCO,4,7700,256,22,3,13,81000,4.0,4,4
7213,FIT,2012,HATCHBACK,13,135000,4.0,PRATA,2,7213,256,22,3,13,135000,4.0,9,2
22291,FIT,2018,HATCHBACK,13,5987,4.0,PRATA,4,22291,256,28,3,13,5987,4.0,9,4
22502,FIT,2014,HATCHBACK,15,111400,4.0,PRATA,4,22502,256,24,3,15,111400,4.0,9,4
9095,FIT,2005,SEDAN,13,20000,4.0,BRANCO,4,9095,256,15,9,13,20000,4.0,4,4
14113,FIT,2013,SEDAN,13,113000,4.0,BRANCO,4,14113,256,23,9,13,113000,4.0,4,4
13172,FIT,2011,HATCHBACK,13,128000,4.0,PRETO,6,13172,256,21,3,13,128000,4.0,10,6
37238,FIT,2015,HATCHBACK,15,37606,4.0,PRETO,4,37238,256,25,3,15,37606,4.0,10,4
8500,FIT,2011,HATCHBACK,13,116048,4.0,AZUL,4,8500,256,21,3,13,116048,4.0,1,4
8154,FIT,2012,HATCHBACK,13,99000,4.0,PRATA,4,8154,256,22,3,13,99000,4.0,9,4
5134,FIT,2013,HATCHBACK,13,151715,4.0,AZUL,4,5134,256,23,3,13,151715,4.0,1,4
7527,FIT,2005,SEDAN,13,239825,4.0,PRATA,2,7527,256,15,9,13,239825,4.0,9,2
10036,FIT,2009,HATCHBACK,13,185000,4.0,AZUL,2,10036,256,19,3,13,185000,4.0,1,2
12544,FIT,2010,HATCHBACK,13,127000,4.0,PRETO,0,12544,256,20,3,13,127000,4.0,10,0
8467,FIT,2011,HATCHBACK,13,118000,4.0,BRANCO,4,8467,256,21,3,13,118000,4.0,4,4
28592,FIT,2014,HATCHBACK,15,119130,4.0,PRETO,4,28592,256,24,3,15,119130,4.0,10,4
11290,FIT,2013,HATCHBACK,13,180000,4.0,PRATA,2,11290,256,23,3,13,180000,4.0,9,2
6272,FIT,2012,HATCHBACK,15,141302,4.0,AZUL CLARO,2,6272,256,22,3,15,141302,4.0,2,2
21683,FIT,2018,HATCHBACK,13,10970,4.0,PRATA,4,21683,256,28,3,13,10970,4.0,9,4
